개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
산곡2동 행정복지센터 2층 아트홀,산곡2동 행정복지센터,다목적실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,4,50000원,1,10000,40,210,마이크+빔프로젝터,방문,https://www.icbp.go.kr/dong/sub/institution.jsp?dong=sangok2,인천광역시 부평구 안남로 255,인천광역시 부평구 산곡동 124-118,산곡2동 행정복지센터,산곡2동 행정복지센터,032-509-8370,https://www.icbp.go.kr/dong/index.jsp?dong=sangok2,37.505815,126.7086019,2023-05-01,3540000,인천광역시 부평구
자양4동주민센터 자치회관 3층 공간休,자양4동주민센터,기타,토+일,09:00,21:00,00:00,00:00,Y,1,5000,1,2500,15,31,,전화+방문,,서울특별시 광진구 뚝섬로26길 58,서울특별시 광진구 자양동 63-1,서울특별시 광진구청,자양제4동,02-450-1824,http://yeyak.seoul.go.kr,37.53409779,127.0662584,2023-04-26,3040000,서울특별시 광진구
부평3동 주민자치센터 다목적실,부평3동 행정복지센터,다목적실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,4,50000원,,,50,98,빔프로젝트,방문,https://www.icbp.go.kr/dong/index.jsp?dong=bupyeong3,"인천광역시 부평구 마장로 82, 2층","인천광역시 부평구 십정동 170-62, 2층",부평3동 행정복지센터,부평3동 행정복지센터,032-509-8323,https://www.icbp.go.kr/dong/index.jsp?dong=bupyeong3,37.486055,126.708274,2023-05-01,3540000,인천광역시 부평구
부평구청소년수련관 공연장,부평구청소년수련관,강당,토+일+월+공휴일,09:00,20:00,00:00,00:00,Y,343,오전(청소년 30000원/일반 45000원)+오후(청소년 50000원/일반 70000원)+,1,30,400,943,무대조명+음향+빔프로젝트+피아노+냉난방기+무선마이크,방문,https://portal.icbp.go.kr/bpy/guidance/facility/f4.asp,인천광역시 부평구 체육관로 76,인천광역시 부평구 삼산동 458-2,인천광역시 부평구청,평생교육과,032-500-2200,https://portal.icbp.go.kr/bpy,37.50828794,126.7402717,2023-05-01,3540000,인천광역시 부평구
산곡4동행정복지센터 2층 소회의실,산곡4동 행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,4,50000원,,,20,52.44,회의실,빔프로젝트+마이크+책상+의자 등,https://www.icbp.go.kr/dong/sub/institution.jsp?dong=sangok4,인천광역시 부평구 부흥로 173번길 68(산곡동),인천광역시 부평구 산곡동 284-13,산곡4동 행정복지센터,산곡4동행정복지센터,032-509-8393,https://www.icbp.go.kr/dong/index.jsp?dong=sangok4,37.501729,126.7114695,2023-05-01,3540000,인천광역시 부평구
시낭운동장,시낭운동장,축구장,설 연휴+추석 연휴+안전점검의 날(월1회),06:00,22:00,06:00,22:00,Y,4,(평일)73000+(주말)110000,4,73000,5000,32275,음향+ 조명,인터넷,http://www.ansanuc.net/home/10029/40023/contents.do,경기도 안산시 상록구 시낭로 45(부곡동),경기도 안산시 상록구 부곡동 719-1,경기도 안산시 안산도시공사,체육운영부,031-481-4990,http://www.ansanuc.net,37.334109,126.855373,2023-04-20,3930000,경기도 안산시
시립호수테니스장,시립호수테니스장,테니스장,설 연휴+추석 연휴+안전점검의 날(월1회),06:00,22:00,06:00,22:00,Y,2,(평일)7000+(주말)10000,2,7000,1000,19208.1,음향장비,방문.전화,http://www.ansanuc.net/home/10051/40043/contents.do,경기도 안산시 단원구 적금로 9(고잔동),경기도 안산시 단원구 고잔동 713-3,경기도 안산시 안산도시공사,체육운영부,031-480-7003,http://www.ansanuc.net,37.309076,126.824563,2023-04-20,3930000,경기도 안산시
시랑생활체육관,시랑생활체육관,다목적경기장,설 연휴+추석 연휴+안전점검의 날(월1회),08:00,22:00,06:00,22:00,Y,4,(평일)30800+(주말)46200,4,30800,100,610,냉난방시설 +음향시설,인터넷,http://www.ansanuc.net/home/10007/40005/contents.do,경기도 안산시 상록구 시낭로 45(부곡동),경기도 안산시 상록구 부곡동 719-1,경기도 안산시 안산도시공사,체육운영부,031-482-8802,http://www.ansanuc.net,37.334109,126.855373,2023-04-20,3930000,경기도 안산시
와동체육관,와동체육관,다목적경기장,설 연휴+추석 연휴+안전점검의 날(월1회),06:00,22:00,06:00,22:00,Y,4,(평일)70000+(주말)100000,4,70000,1000,1066,냉난방시설 +음향시설+ 관람석+ 무대,인터넷,http://www.ansanuc.net/home/10011/40009/contents.do,경기도 안산시 단원구 화정천동로 396(와동),경기도 안산시 단원구 와동 813,경기도 안산시 안산도시공사,체육운영부,031-414-5544,http://www.ansanuc.net,37.340027,126.818937,2023-04-20,3930000,경기도 안산시
관산체육관,관산체육관,다목적경기장,설 연휴+추석 연휴+안전점검의 날(월1회),06:00,22:00,06:00,22:00,Y,4,(평일)30800+(주말)46200,4,30800,80,550,냉난방시설+ 음향시설,인터넷,http://www.ansanuc.net/home/10005/40003/contents.do,경기도 안산시 단원구 원선로 93(원곡동),경기도 안산시 단원구 원곡동 936,경기도 안산시 안산도시공사,체육운영부,031-414-5544,http://www.ansanuc.net,37.33202016,126.801566,2023-04-20,3930000,경기도 안산시
원시생활체육관,원시생활체육관,배드맨턴장,설 연휴+추석 연휴+안전점검의 날(월1회),06:00,22:00,06:00,22:00,Y,4,(평일)30800+(주말)46200,4,30800,80,455,냉난방시설+ 음향시설,인터넷,http://www.ansanuc.net/home/10049/40041/contents.do,경기도 안산시 단원구 산단로 94(원곡동),경기도 안산시 단원구 원시동 782,경기도 안산시 안산도시공사,체육운영부,031-492-4901,http://www.ansanuc.net,37.304605,126.788056,2023-04-20,3930000,경기도 안산시
부곡생활체육관,부곡생활체육관,배드맨턴장,설 연휴+추석 연휴+안전점검의 날(월1회),11:00,22:00,10:00,22:00,Y,4,(평일)30800+(주말)46200,4,30800,80,498,냉난방시설+ 음향시설,인터넷,http://www.ansanuc.net/home/10046/40038/contents.do,경기도 안산시 상록구 정재로 62(부곡동),경기도 안산시 상록구 부곡동 산40-5,경기도 안산시 안산도시공사,체육운영부,031-407-4901,http://www.ansanuc.net,37.332808,126.868024,2023-04-20,3930000,경기도 안산시
둔배미체육관,둔배미체육관,배드맨턴장,설 연휴+추석 연휴+안전점검의 날(월1회),06:00,22:00,06:00,22:00,Y,4,(평일)30800+(주말)46200,4,30800,100,432,냉난방시설+ 음향시설,인터넷,http://www.ansanuc.net/home/11914/40223/contents.do,경기도 안산시 단원구 광덕2로 55(초지동),경기도 안산시 단원구 초지동 723-1,경기도 안산시 안산도시공사,체육운영부,031-487-5674,http://www.ansanuc.net,37.310739,126.816402,2023-04-20,3930000,경기도 안산시
선부다목적체육관,선부다목적체육관,체육관,설 연휴+추석 연휴+안전점검의 날(월1회),06:00,22:00,06:00,22:00,Y,4,(평일)70000+(주말)100000,4,70000,200,,냉난방시설+ 음향시설,인터넷,http://www.ansanuc.net/home/11941/40230/contents.do,경기도 안산시 단원구 선부로 96(선부동),경기도 안산시 단원구 선부동 1068,경기도 안산시 안산도시공사,수영레저부,031-8085-7470,http://www.ansanuc.net,37.340909,126.804791,2023-04-20,3930000,경기도 안산시
장화체육관,장화체육관,배드맨턴장,설 연휴+추석 연휴+안전점검의 날(월1회),06:00,22:00,06:00,22:00,Y,4,(평일)30800+(주말)46200,4,30800,100,432,냉난방시설+ 음향시설,인터넷,http://www.ansanuc.net/home/11951/40239/contents.do,경기도 안산시 상록구 선진안길 80-5(사동),경기도 안산시 상록구 사동 1502-1,경기도 안산시 안산도시공사,체육운영부,031-502-2791,http://www.ansanuc.net,37.276879,126.847564,2023-04-20,3930000,경기도 안산시
안산시평생학습관 대강당,안산시평생학습관,강당,일+공휴일+근로자의날,09:00,21:00,09:00,18:00,Y,2,"(평일)30000+(야간, 주말)40000",1,15000,150,280,빔프로젝터+ 마이크+ 냉난방시설+ 조명+ 음향장비,인터넷,https://lll.ansan.go.kr/web/content.do?proFn=9391000,경기도 안산시 상록구 차돌배기로 24-1(사동),경기도 안산시 상록구 사동 1586,경기도 안산시청,평생학습관,031-409-1877,https://lll.ansan.go.kr/,37.298684,126.846929,2023-04-20,3930000,경기도 안산시
안산시평생학습관 302호,안산시평생학습관,기타,일+공휴일+근로자의날,09:00,21:00,09:00,18:00,Y,2,"(평일)20000+(야간, 주말)30000",1,10000,46,89,빔프로젝터+ 마이크+ 전자교탁+ 냉난방시설,인터넷,https://lll.ansan.go.kr/web/content.do?proFn=9391000,경기도 안산시 상록구 차돌배기로 24-1(사동),경기도 안산시 상록구 사동 1586,경기도 안산시청,평생학습관,031-409-1877,https://lll.ansan.go.kr/,37.298684,126.846929,2023-04-20,3930000,경기도 안산시
안산시평생학습관 303호,안산시평생학습관,기타,일+공휴일+근로자의날,09:00,21:00,09:00,18:00,Y,2,"(평일)20000+(야간, 주말)30000",1,10000,60,94,빔프로젝터+ 마이크+ 전자교탁+ 냉난방시설,인터넷,https://lll.ansan.go.kr/web/content.do?proFn=9391000,경기도 안산시 상록구 차돌배기로 24-1(사동),경기도 안산시 상록구 사동 1586,경기도 안산시청,평생학습관,031-409-1877,https://lll.ansan.go.kr/,37.298684,126.846929,2023-04-20,3930000,경기도 안산시
안산시중앙도서관 미디어라이브러리 도서관 음향스튜디오,안산시중앙도서관,기타,금+법정공휴일,09:00,18:00,09:00,18:00,N,4,,4,,3,20,냉난방시설+ 마이크+ 음향시설,인터넷,,경기도 안산시 단원구 광덕1로 198(고잔동),경기도 안산시 단원구 고잔동 782-1,경기도 안산시 평생학습원 중앙도서관,중앙도서관,031-481-3965,http://lib.ansan.go.kr/medialib,37.307215,126.8311697,2023-04-20,3930000,경기도 안산시
안산시중앙도서관 미디어라이브러리 도서관 편집실,안산시중앙도서관,기타,금+법정공휴일,09:00,18:00,09:00,18:00,N,4,,4,,3,15,냉난방시설+ PC4대,인터넷,,경기도 안산시 단원구 광덕1로 198(고잔동),경기도 안산시 단원구 고잔동 782-1,경기도 안산시 평생학습원 중앙도서관,중앙도서관,031-481-3965,http://lib.ansan.go.kr/medialib,37.307215,126.8311697,2023-04-20,3930000,경기도 안산시
상록구청 상록구시민홀,상록구청,다목적실,공휴일,09:00,21:00,10:00,17:00,Y,1,20000,1,10000,210,727,빔프로젝트+PC1대,전화+공문,https://sangnok-gu.ansan.go.kr,경기도 안산시 상록구 석호로 110(사동),경기도 안산시 상록구 사동 1585,경기도 안산시 상록구청,행정지원과,031-481-5179,http://sangnok-gu.ansan.go.kr/,37.301336,126.846415,2023-04-20,3930000,경기도 안산시
단원구청 단원홀,단원구청,다목적실,공휴일,09:00,21:00,10:00,17:00,Y,1,20000,1,10000,236,440.33,빔프로젝터+PC1대,방문+전화,http://danwon-gu.ansan.go.kr,경기도 안산시 단원구 화랑로 250(초지동),경기도 안산시 단원구 초지동 666-8,경기도 안산시 단원구청,행정지원과,031-481-6179,http://danwon-gu.ansan.go.kr/,37.321067,126.815263,2023-04-20,3930000,경기도 안산시
자양4동주민센터 자치회관 4층 대강당,자양4동주민센터,강당,화+토+일,09:00,21:00,00:00,00:00,Y,1,15000,1,7500,60,132,,전화+방문,,서울특별시 광진구 뚝섬로26길 58,서울특별시 광진구 자양동 63-1,서울특별시 광진구청,자양제4동,02-450-1824,http://yeyak.seoul.go.kr,37.53409779,127.0662584,2023-04-26,3040000,서울특별시 광진구
화양동주민센터 자치회관 3층 회의실,화양동주민센터,회의실,연중무휴,09:00,20:00,12:00,17:00,Y,1,10000,1,5000,20,60,,전화+방문,,서울특별시 광진구 능동로17길 39,서울특별시 광진구 화양동 122,서울특별시 광진구청,화양동,02-450-1845,http://yeyak.seoul.go.kr,37.54653711,127.0713179,2023-04-26,3040000,서울특별시 광진구
화양동주민센터 자치회관 4층 대강당,화양동주민센터,강당,연중무휴,09:00,20:00,12:00,17:00,Y,1,20000,1,10000,50,172,,전화+방문,,서울특별시 광진구 능동로17길 39,서울특별시 광진구 화양동 122,서울특별시 광진구청,화양동,02-450-1845,http://yeyak.seoul.go.kr,37.54653711,127.0713179,2023-04-26,3040000,서울특별시 광진구
군자동주민센터 자치회관 3층 1 강의실,군자동주민센터,강의실,토+일,09:00,18:00,00:00,00:00,Y,1,5000,1,2500,10,28.62,,전화+방문,,서울특별시 광진구 면목로 13,서울특별시 광진구 군자동 48-15,서울특별시 광진구청,군자동,02-450-1870,http://yeyak.seoul.go.kr,37.555495,127.075486,2023-04-26,3040000,서울특별시 광진구
군자동주민센터 자치회관 3층 2 강의실,군자동주민센터,강의실,토+일,09:00,18:00,00:00,00:00,Y,1,5000,1,2500,10,31.78,,전화+방문,,서울특별시 광진구 면목로 13,서울특별시 광진구 군자동 48-15,서울특별시 광진구청,군자동,02-450-1870,http://yeyak.seoul.go.kr,37.555495,127.075486,2023-04-26,3040000,서울특별시 광진구
군자동주민센터 자치회관 3층 3 강의실,군자동주민센터,강의실,토+일,09:00,18:00,00:00,00:00,Y,1,10000,1,5000,35,77.23,,전화+방문,,서울특별시 광진구 면목로 13,서울특별시 광진구 군자동 48-15,서울특별시 광진구청,군자동,02-450-1870,http://yeyak.seoul.go.kr,37.555495,127.075486,2023-04-26,3040000,서울특별시 광진구
군자동주민센터 자치회관 3층 4 강의실,군자동주민센터,강의실,토+일,09:00,18:00,00:00,00:00,Y,1,10000,1,5000,40,70.39,,전화+방문,,서울특별시 광진구 면목로 13,서울특별시 광진구 군자동 48-15,서울특별시 광진구청,군자동,02-450-1870,http://yeyak.seoul.go.kr,37.555495,127.075486,2023-04-26,3040000,서울특별시 광진구
군자동주민센터 자치회관 4층 대강당,군자동주민센터,강당,토+일,09:00,18:00,00:00,00:00,Y,1,25000,1,12500,100,218,,전화+방문,,서울특별시 광진구 면목로 13,서울특별시 광진구 군자동 48-15,서울특별시 광진구청,군자동,02-450-1870,http://yeyak.seoul.go.kr,37.555495,127.075486,2023-04-26,3040000,서울특별시 광진구
군자동주민센터 자치회관 5층 다목적실,군자동주민센터,기타,토+일,09:00,18:00,00:00,00:00,Y,1,10000,1,5000,25,80,,전화+방문,,서울특별시 광진구 면목로 13,서울특별시 광진구 군자동 48-15,서울특별시 광진구청,군자동,02-450-1870,http://yeyak.seoul.go.kr,37.555495,127.075486,2023-04-26,3040000,서울특별시 광진구
올림픽기념국민생활관,올림픽기념국민생활관,체육관,설 연휴+추석 연휴+안전점검의 날(월1회),06:00,22:00,06:00,22:00,Y,4,주간 (평일 70000원 + 공휴일 100000원)+야간 (평일 90000원 + 공휴일 1,4,70000,1092,,냉난방시설+ 음향시설,인터넷,http://www.ansanuc.net/home/10010/40008/contents.do,경기도 안산시 단원구 적금로 202(고잔동),경기도 안산시 단원구 고잔동 604,경기도 안산시 안산도시공사,수영레저부,031-481-4954,http://www.ansanuc.net,37.326287,126.828189,2023-04-20,3930000,경기도 안산시
상록수체육관,상록수체육관 대체육관,다목적경기장,설 연휴+추석 연휴+안전점검의 날(월1회),06:00,22:00,06:00,22:00,Y,4,(평일)90000+(주말)135000,4,90000,2700,,냉난방시설+음향시설+ 전광판+ 관람석2+535개,방문,http://www.ansanuc.net/home/10008/40006/contents.do,경기도 안산시 상록구 용신로 422(본오동),경기도 안산시 상록구 본오동 1111-20,경기도 안산시 안산도시공사,체육운영부,031-8085-7400,http://www.ansanuc.net,37.300955,126.868576,2023-04-20,3930000,경기도 안산시
상록수체육관,상록수체육관 다목적체육관,다목적경기장,설 연휴+추석 연휴+안전점검의 날(월1회),06:00,22:00,06:00,22:00,Y,4,(평일)30800+(주말)46200,4,30800,150,621.92,냉난방시설+ 음향시설,인터넷,http://www.ansanuc.net/home/10008/40006/contents.do,경기도 안산시 상록구 용신로 422(본오동),경기도 안산시 상록구 본오동 1111-20,경기도 안산시 안산도시공사,체육운영부,031-8085-7400,http://www.ansanuc.net,37.300955,126.868576,2023-04-20,3930000,경기도 안산시
